Title,Link,Author Keywords,Index Keywords
"Commentary: Inequality, precarity and sustainable ecosystems as elements of urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082125568&doi=10.1177%2f0042098020904594&partnerID=40&md5=e7397555de41e46124063196b3ce2188","ecosystem services; environmental inequality; environmental justice; migration; resilience; urbanisation; wellbeing",
"RAF resilience assessment framework-A tool to support cities' action planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082821596&doi=10.3390%2fsu12062349&partnerID=40&md5=a6cd5d4ca22e6361fa16b817950606a6","Cities; Climate change; Resilience assessment; Urban resilience; Urban services","action plan; climate change; complexity; stakeholder; sustainability; urban area; urban development"
"Assessing the historical adaptive cycles of an urban social-ecological system and its potential future resilience: the case of Xochimilco, Mexico City","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078933113&doi=10.1007%2fs10113-020-01587-9&partnerID=40&md5=a646ca724a22b56696c03e72af062548","Adaptive cycles; Mexico City; Peri-urban; Urban resilience; Wetland; Xochimilco",
"Land tenure and urban climate resilience in the South Pacific","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064049163&doi=10.1080%2f17565529.2019.1594666&partnerID=40&md5=4107c46c04befcb80a71a66bb193e4ac","Climate change; land tenure; Small island developing states; urban resilience; vulnerability","climate change; ecosystem resilience; island state; land tenure; periurban area; property rights; urban climate; urbanization; vulnerability; Guadalcanal; Honiara; Pacific Ocean; Pacific Ocean (South); Solomon Islands [(ISG) Melanesia]; Solomon Islands [Solomon Islands (ISG)]"
"Wheeling Out Urban Resilience: Philanthrocapitalism, Marketization, and Local Practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088974650&doi=10.1080%2f24694452.2020.1774349&partnerID=40&md5=75c5c416cef197fffc77669d6dde224d","complex; Indonesia; neoliberalism; philanthrocapitalism; policy mobility; urban resilience",
"A Hierarchical Measurement Model of Perceived Resilience of Urban Tourism Destination","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064273961&doi=10.1007%2fs11205-019-02117-9&partnerID=40&md5=d6db1d5dcfbe51819e80560e184a161f","Adaptive capability of knowledge; Adaptive co-management; General resilience; Panarchy complex system; Resilience indicator; Tourism sustainability; Urban resilience","adaptive management; comanagement; ecotourism; hierarchical system; knowledge; tourist destination; urban area; China; Hainan; Sanya"
"Does a review of urban resilience allow for the support of an evolutionary concept?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066426056&doi=10.1016%2fj.jenvman.2019.05.027&partnerID=40&md5=0c3fa5f11f7bc913046e9f517fde8545","Evolutionary resilience; Review; Urban environmental management; Urban resilience","ecosystem resilience; environmental management; evolution; stakeholder; urban planning; urban region; city planning; environmental management; human; review; city planning; ecology; female; pregnancy; City Planning; Ecology; Female; Humans; Pregnancy; Urban Renewal"
"Climate risks, digital media, and big data: Following communication trails to investigate urban communities' resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069768439&doi=10.5194%2fnhess-19-1485-2019&partnerID=40&md5=34322524909802400e8ad1020d91bf03",,"climate change; cluster analysis; data set; digital image; flooding; risk assessment; risk perception; urban area; France; Seine River [France]"
"Embedding social inclusiveness and appropriateness in engineering assessment of green infrastructure to enhance urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068239094&doi=10.1080%2f1573062X.2019.1633674&partnerID=40&md5=5881311bf4a4496a0e5b1da1e8c2ec87","Appropriateness; assessment; engineering; green infrastructure; inclusiveness; resilience","assessment method; infrastructural development; infrastructure planning; sustainability; urban planning; water management"
"Towards adaptive governance for urban drought resilience: the case of Da Nang, Vietnam","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045270548&doi=10.1080%2f07900627.2018.1438886&partnerID=40&md5=c86f1a3304ea1e512a902398ea4176ea","Adaptive governance; drought; governance dynamics; urban resilience; Vietnam","Water resources; Water supply; Adaptive governance; Central Vietnam; Drought risks; Governance systems; Urban resilience; Urban water services; Viet Nam; Water shortages; Drought; adaptive management; drought; governance approach; urban planning; water industry; water resource; water supply; Da Nang; Viet Nam"
"Policies and governance impact maps of floods on metropolitan Shiraz (the first step toward resilience modeling of the city)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044102890&doi=10.1016%2fj.ijdrr.2018.03.003&partnerID=40&md5=f954ee1424f19bda81fd3514a3ed9010","Floods; Metropolitan Shiraz; Policy and governance impact map; Urban resilience",
"Towards urban resilience through inter-city networks of co-invention: A case study of U.S. cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040982177&doi=10.3390%2fsu10020289&partnerID=40&md5=6145d70c4d49ffa5fb64f5998445dc57","Biotechnology; Co-invention; Knowledge exchange; Network; Patent; Proximity; Urban resilience","adaptive management; biotechnology; climate change; empirical analysis; knowledge; mitigation; resilience; strategic approach; urban area; urban development; urban economy; United States"
"Resilience of Historical Urban Multi-ethnic Settlement: Entrepreneurship and Religiosity Concept of Gresik City","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040658722&doi=10.1088%2f1755-1315%2f99%2f1%2f012026&partnerID=40&md5=f07e8a800d1aeb51c1df57841a374282","Entrepreneurship; Gresik; Multi-ethnic settlement; Religiosity; Resilience","Architectural design; Commerce; Regional planning; Sustainable development; Entrepreneurship; Gresik; Multi-ethnic settlement; Religiosity; Resilience; Economic and social effects"
"Assessing vulnerability in Cochabamba, Bolivia and Kota, India: how do stakeholder processes affect suggested climate adaptation interventions?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042462139&doi=10.1080%2f19463138.2018.1436061&partnerID=40&md5=6a12729868a1bba51ef9992983feb9e4","Cochabamba; Kota; local water management; multi-level stakeholder processes; social learning; urban resilience; Vulnerability","action plan; adaptive management; climate change; governance approach; implementation process; learning; marginalization; stakeholder; vulnerability; water management; Bolivia; Cochabamba [Bolivia]; India; Kota; Rajasthan"
"Planning urban resilience through Emergency Plans for Civil Protection [Pianificare la resilienza urbana mediante i Piani di emergenza di Protezione civile]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054308051&doi=10.3280%2fTR2018-085015&partnerID=40&md5=3534c691e64413259f0c3a90593fd7d3","Emergency plans; Integrated planning; Resilience",
"Challenges in establishing cross-border resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052063712&doi=10.1007%2f978-3-319-68606-6_25&partnerID=40&md5=563d300a675ea2a3a17949a22f5268fa","Agent-based modeling; Crisis management; Critical infrastructure; Cross-border regions; German–French frontier; Multidisciplinary approach; Risk management; Social vulnerability; Urban resilience",
"Changing built form and implications on urban resilience: Loss of climate responsive and socially interactive spaces","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043395668&doi=10.1016%2fj.proeng.2018.01.016&partnerID=40&md5=574d31857c2cd9ce23ba7c2622dde547","built-form; implications; resilience; sustainable; vernacular","Buildings; Energy utilization; Greenhouse gases; Construction technique; Construction technologies; Geographic conditions; implications; resilience; sustainable; vernacular; Vernacular architecture; Climate change"
"Enhancing Urban Resilience through Technology and Social Media: Case Study of Urban Jakarta","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043373581&doi=10.1016%2fj.proeng.2018.01.029&partnerID=40&md5=ba6011b21ba0c7e91892188b723753b0","DKI Jakarta; Mobile rapid assessment; Resilient; Social Media; Technology","Decision making; Disaster prevention; Disasters; Floods; Human resource management; Risk management; Smart city; Social networking (online); Disaster information managements; Government services; Jakarta; Qualitative methodologies; Rapid assessment; Resilient; Social media; Various technologies; Information management"
"Facilitating resilient rural-to-urban sustainable agriculture and rural communities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991467177&doi=10.1080%2f13504509.2016.1240723&partnerID=40&md5=6404360a1bef6ca203788e424bf2bacc","and urban resilience; organic agriculture rural; rural community; Sustainable agriculture; urban agriculture/farming","alternative agriculture; comparative study; conceptual framework; facility location; organic farming; rural population; rural-urban comparison; sustainability; urban agriculture; United Kingdom; United States"
"Co-design for a circular approach in green technologies: Adaptation of reused building material as growing substrate for soilless cultivation of lettuce (lactuca sativa var. capitata)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034634325&doi=10.30638%2feemj.2017.193&partnerID=40&md5=a7a1fca17da8d082400d0d9f3d5b83a2","Circular approach; Green technologies; Lettuce; Soilless growing; Waste and water management",
"From regime protection to urban resilience? Assessing continuity and change in transnational security governance rationales in Guatemala","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009740722&doi=10.1016%2fj.geoforum.2017.01.003&partnerID=40&md5=b5d7d9847e3c0e0029dfaed2110f803b","Central America; Cold war; Complexity; Counterinsurgency; Expertise; Guatemala; Policy failure; Resilience; Securitization; Transnational security governance; Zero tolerance policing","Cold War; elite politics; governance approach; national security; Guatemala [Central America]"
"Spatial heterogeneity for environmental performance and resilient behavior in energy and transportation systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997047711&doi=10.1016%2fj.compenvurbsys.2016.11.001&partnerID=40&md5=01aa9d07d90cff79e16be2e9d03fd512","Critical infrastructure; Decision-making; Environmental performance; Sound environment; Spatial heterogeneity; Urban resilience","Critical infrastructures; Decision making; Environmental impact assessments; Environmental management; Public works; Systems analysis; Transportation; Urban planning; Building performance simulations; Energy and transportation; Energy systems analysis; Environmental performance; Sound environment; Spatial heterogeneity; Transportation system; Urban resilience; Environmental impact; decision making; heterogeneity; infrastructure; neighborhood; transportation system; urban design; urban planning; Switzerland"
"Social mobilization and alternative food question in urban areas: Agroecological consumer groups in madrid [Movilización social y alternativas alimentarias en áreas urbanas: Los grupos de consumo agroecológico en madrid1]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051808723&partnerID=40&md5=a1528d6e311c797b3a006b33960dd592","Agroecological consumer groups; Alternative food networks; Social innovation; Social mobilization; Urban resilience",
"Stalking resilience: Cities as vertebrae in society’s resilience backbone","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037862397&doi=10.1007%2f978-3-319-68486-4_4&partnerID=40&md5=8260069261e796f0d72723fdf0ec5766","Critical infrastructures; Management guidelines; Maturity model; Natural disasters; Resilience; Risk systemicity; Social dynamics","Critical infrastructures; Disasters; Maturity model; Natural disasters; Resilience; Social dynamics; Systemicity; Risk assessment"
"The everyday and the post-disaster urban systems as one thing: A configurational approach to enhance the recovery and resilience of cities affected by tsunamis.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031117386&partnerID=40&md5=60f278b6ed45ac4d1633fc16cefe80fd","Evacuation process; Space Syntax; Tsunami-prone cities; Urban resilience","Decision making; Disasters; Recovery; Syntactics; Evacuation plans; Evacuation process; Evacuation routes; Natural movements; Seismically active region; Space syntax; Space syntax theory; Urban resilience; Tsunamis"
"Tracking urban resilience to disasters: A mobility network-based approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030659320&partnerID=40&md5=2ba9eac717e35ae4b70f54633a40503b","Fisher information; Human mobility; Network analysis; Twitter; Urban resilience","Disasters; Electric network analysis; Fisher information matrix; Information systems; Social networking (online); Disaster resiliences; Fisher information; Human mobility; Mobility networks; Quantitative frameworks; Spatial structure; Twitter; Urban resilience; Information management"
"Using modified Soil Conservation Service curve number method to simulate the role of forest in flood control in the upper reach of the Tingjiang River in China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009062859&doi=10.1007%2fs11629-016-3945-z&partnerID=40&md5=50052c7816a592cb71c292d8cd3f579d","Flood control; Forest type change; Scenarios simulation; Soil Conservation Service curve number method; Tingjiang River","bamboo; broad-leaved forest; coniferous forest; conservation management; disaster management; ecosystem service; flood; flood control; forest dynamics; forest ecosystem; methodology; peak discharge; rainfall; return period; scenario analysis; soil conservation; China"
"Urban Disasters and Approaches to Resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967484701&doi=10.1016%2fB978-0-12-802169-9.00001-X&partnerID=40&md5=824f8212d2eea40cbed23b43ecae7ebd","Coastal hazards; Megacities; Risk reduction; Urban resilience",
"A holistic approach for assessing impact of extreme weather on critical infrastructure","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995514599&doi=10.2495%2fSAFE-V6-N2-171-180&partnerID=40&md5=3b5d50ec764f06f285361a1c9433eeb3","Cost-benefit analysis; Critical infrastructure; Extreme weather; Measure; Resilience; Risk; Risk assessment; Urban infrastructure; Urban resilience; Vulnerability","Critical infrastructures; Damage detection; Decision making; Disasters; Hazards; Managers; Public works; Risk assessment; Risk management; Risks; Extreme weather; Measure; Resilience; Urban infrastructure; Urban resilience; Vulnerability; Cost benefit analysis; cost-benefit analysis; decision making; European Union; holistic approach; infrastructure; measurement method; resilience; risk assessment; transparency; urban area; urban planning; vulnerability; weather; Polygala incarnata"
"Improving urban traffic evacuation capability in emergency response by using smart phones","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992699631&doi=10.1007%2f978-3-319-45835-9_21&partnerID=40&md5=7017682371fbc77d352c763757cb42a7","Emergency evacuation; GIS; Mobile phone application; Social network; Spatio-temporal analysis; Traffic control","Behavioral research; Crashworthiness; Data mining; Emergency services; Geographic information systems; Information management; Motor transportation; Smartphones; Social networking (online); Space division multiple access; Telephone sets; Traffic congestion; Traffic control; Design architecture; Emergency evacuation; Geographic information; Mobile phone applications; Nagel-Schreckenberg model; Smart-phone applications; Spatiotemporal analysis; Vehicle arrival rates; Emergency traffic control"
"An Evaluation of the Waimakariri District Council's Integrated and Community-Based Recovery Framework Following the Canterbury Earthquakes: Implications for Urban Resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953638927&doi=10.1080%2f08111146.2014.980401&partnerID=40&md5=757b1b47d63f3588d94633f6fb02346d","community engagement; deliberative and inclusive processes; disaster recovery; Local government; urban resilience",
"Considering hazard estimation uncertain in urban resilience strategies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920720683&doi=10.5194%2fnhess-15-25-2015&partnerID=40&md5=8a2eb1d9e3f18b67c2861bc5075b5c92",,"hazard assessment; modeling; risk assessment; strategic approach; uncertainty analysis; urban planning; Besancon; Doubs; France; Franche Comte"
"Measuring the standardized definition of “smart city”: A proposal on global metrics to set the terms of reference for urban “smartness”","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982224642&doi=10.1007%2f978-3-319-21407-8_42&partnerID=40&md5=f52176bfb284de79d6311e5d6f8f1391","Smart cities; Smart cities standardization; Sustainable city indicators; Urban resilience","Artificial intelligence; Computer science; Computers; Business community; International standardization; Monitor and control; Smart cities; Sustainable cities; Targeted actions; Urban resilience; Standardization"
"Climate change risks and environmental design for resilient urban regeneration. Napoli est pilot case [Controllo dei rischi del cambiamento climatico e progettazione ambientale per una rigenerazione urbana resiliente. Il caso applicativo di Napoli Est]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960865001&doi=10.13128%2fTechne-17509&partnerID=40&md5=13a974463640a1f033bd277a27536bdb","Adaptive design; Climate change; Environmental design; Urban resilience",
"Urban resilience and risk assessment: How urban layout affects flood risk in the city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919797948&doi=10.1109%2fICCSA.2014.46&partnerID=40&md5=d178fb4a7faf7a2fc62770d72e0a7cb3","flood risk; science of complex networks; urban resilience","Complex networks; Risk assessment; Risk management; Risk perception; Built environment; Flood risks; Gaining momentum; Natural sources; Network-based approach; Urban flood risks; Urban resilience; Urban structure; Floods"
"Institutions Matter for Urban Resilience: The Institutional Challenges in Mainstreaming Climate Smart Disaster Risk Management in Bangladesh","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904035995&doi=10.1007%2f978-3-642-31110-9_11&partnerID=40&md5=4a5e774a8009d6be887d280084662afe","Climate Smart Disaster Risk Management; Institutions and institutional challenges; Urban resilience",
"Resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923461504&doi=10.1093%2foxfordhb%2f9780195374995.013.0012&partnerID=40&md5=21a3d0096f19731f3982119d4fe60712","Building resilience; Sustainable development; Urban design; Urban planning; Urban resilience",
"Keep it real: Selecting realistic sets of urban green space indicators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091081896&doi=10.1088%2f1748-9326%2fab9465&partnerID=40&md5=99b898f077f59f3dba9dd806e4b906d9","feasibility; key performance indicator; natures contributions to people; plural values; urban green space","Benchmarking; Ecology; Climatic gradients; Data exploration; Economic and social benefits; Economic and social indicators; European cities; Key performance indicators; Urban green spaces; Urban resilience; Urban planning; governance approach; greenspace; questionnaire survey; socioeconomic conditions; sustainability; urban planning; urbanization; Belgium; Coimbra [Portugal]; Germany; Leipzig; Lithuania; Portugal; Saxony; Vilnius"
"Operating urban resilience strategies to face climate change and associated risks: some advances from theory to application in Canada and France","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085195827&doi=10.1016%2fj.cities.2020.102762&partnerID=40&md5=879d9c55ca7ae73a4eb29891b0e2a68b","Climate Change; Collaborative workshops; Resilience issues; Spatial-decision support systems","climate change; management practice; stakeholder; urban development; urbanization; Canada; France"
"Resilience resistance: The challenges and implications of urban resilience implementation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089222093&doi=10.1016%2fj.cities.2020.102763&partnerID=40&md5=8a1cb6bd6c001481ecc4f7f5842f46a1","Policy implementation; Resilient cities; Resistance; Urban resilience","adaptive management; conceptual framework; implementation process; policy implementation; urban development; urban planning; urban policy"
"Assessment of urban flood resilience in Barcelona for current and future scenarios. The RESCCUE project","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088824574&doi=10.3390%2fsu12145638&partnerID=40&md5=8a48ec140f9f594c97e73f4decd9bcf4","1D/2D coupled models; Cascading effects; Climate change; Pluvial floods; Urban resilience","climate change; climate prediction; extreme event; flood damage; future prospect; holistic approach; precipitation intensity; risk assessment; scenario analysis; socioeconomic conditions; strategic approach; urban area; Barcelona"
"Methodology to prioritize climate adaptation measures in urban areas. barcelona and bristol case studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087503429&doi=10.3390%2fSU12124807&partnerID=40&md5=f992c1d3c34615d1c67d39fe778f0fd9","Climate change adaptation; Climate risk; Socio-economic assessment; Urban resilience","adaptive management; climate change; decision making; extreme event; innovation; local participation; methodology; prioritization; project assessment; stakeholder; urban area; welfare impact; Barcelona [Catalonia]; Bristol [England]; Catalonia; England; Europe; Spain; United Kingdom"
"More resilient cities to face higher risks. the case of Genoa","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087478940&doi=10.3390%2fSU12124825&partnerID=40&md5=02059ca7fe91a1993d3af3c1f9469bcf","Resilience; Risk mitigation; Stakeholder participation; Territorial security; Urban planning","action plan; climate change; methodology; natural disaster; risk assessment; urban area; urban planning; urban policy; urban system; Genoa; Genova; Italy; Liguria"
"Enabling relationships with nature in cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085951680&doi=10.3390%2fsu12114394&partnerID=40&md5=87fd05d3ec35928d9ba5ac8450ac274f","Affective and psychomotor environmental learning; Cognitive; Human-nature connection; Immersive technologies; Property rights; Resilience building; Sense of place; Urban green commons","adult; collective action; decision making; nature-society relations; psychology; sustainability; urban ecosystem; urbanization"
"A spatial decision support system for enhancing resilience to floods: Bridging resilience modelling and geovisualization techniques","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083888490&doi=10.5194%2fnhess-20-1049-2020&partnerID=40&md5=c87d1fb2e9c6c50275fd2987b18a76ef",,"decision support system; flood control; flooding; numerical model; spatiotemporal analysis; urbanization; Avignon; France; Provence-Alpes-Cote d'Azur; Vaucluse"
"Company disclosures concerning the resilience of cities from the Sustainable Development Goals (SDGs) perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078043055&doi=10.1016%2fj.cities.2020.102608&partnerID=40&md5=cd2a686d62e260c03cc8380b4ac47031","Cities; Content analysis; GRI; SDGs; Sustainability reporting; Urban resilience","business development; policy implementation; sustainability; sustainable development; urban development; urban planning; urban policy"
"Seismic damage scenarios for the Historic City Center of Leiria, Portugal: Analysis of the impact of different seismic retrofitting strategies on emergency planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075872578&doi=10.1016%2fj.ijdrr.2019.101432&partnerID=40&md5=d5d91d90c1bda917f63f01a22fa92d35","Built heritage; Emergency planning; Evacuation routes; Large-scale retrofitting strategies; Masonry façade walls; Seismic risk management",
"Flood resilient and sustainable urban regeneration using the example of an industrial compound conversion in Seoul, South Korea","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081247894&doi=10.3390%2fsu12030918&partnerID=40&md5=4c6964d364639dc6f701ae134edfcac5","Conversion design; Decentralized water infrastructure; Industrial compound; Stormwater management; Sustainable building renovation; Urban regeneration; Urban resilience","flood; quantitative analysis; sustainability; urban planning; water management; Seoul [South Korea]; South Korea"
"Drivers and benefits of integrating climate adaptation measures into urban development: Experience from coastal cities of Indonesia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079637263&doi=10.3390%2fsu12020750&partnerID=40&md5=bd17e8ede95aaf5ff0fbcccd7f1fd74b","Climate adaptation; Coastal city; Drivers and benefits; Integration progress; Local perspective","adaptive management; climate change; development strategy; holistic approach; integrated approach; stakeholder; strategic approach; urban area; urban development; Bandar Lampung; Central Java; Indonesia; Lampung; Semarang"
"New paradigms for the urban regeneration project between green economy and resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077449499&doi=10.1007%2f978-3-030-33256-3_7&partnerID=40&md5=d26a28606e0ce4fc6d56c849a1faa69e","Environmental design; Green infrastructure; Nature-based solution; Public space",
"Analysis of vulnerability assessment frameworks and methodologies in urban areas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074072343&doi=10.1007%2fs11069-019-03805-y&partnerID=40&md5=d26cbc40d04a9042c3df8192213c509c","Disaster risk; Exposure; Hazards; Resilience; Urbanization; Vulnerability","correlation; disaster management; hazard assessment; multicriteria analysis; natural disaster; urban area; urbanization; vulnerability"
"A green infrastructure spatial planning model for evaluating ecosystem service tradeoffs and synergies across three coastal megacities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079684345&doi=10.1088%2f1748-9326%2fab502c&partnerID=40&md5=f08616b79cff7141afebf1f2639b422f","Ecosystem services; Green infrastructure; Megacities; Spatial planning; Urban resilience; Urban sustainability","Air quality; Commerce; Decision support systems; Storms; Sustainable development; Ecosystem services; Green infrastructure; Megacities; Spatial planning; Urban resilience; Urban sustainability; Ecosystems; ecosystem service; GIS; greenspace; infrastructure planning; prioritization; spatial planning; stakeholder; trade-off; California; Los Angeles [California]; Manila; National Capital Region; New York [New York (STT)]; New York [United States]; Philippines; United States"
"Analysis of the spatial distribution characteristics of urban resilience and its influencing factors: A case study of 56 cities in China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075114716&doi=10.3390%2fijerph16224442&partnerID=40&md5=93cf9b95eac94ad5d3e8dc96aa3acb11","56 cities; Influencing factor; Spatial distribution; Spatial regression model; Urban resilience","Gross Domestic Product; regression analysis; spatial distribution; urban development; urban planning; urbanization; Article; carbon footprint; China; correlational study; data analysis; ecosystem resilience; educational status; environmental impact; gross national product; public expenditure; urban area; urban health; city; city planning; human; spatial analysis; theoretical model; urban health; China; China; Cities; Humans; Models, Theoretical; Spatial Analysis; Urban Health; Urban Renewal"
"Redesigning knowledge systems for urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074445193&doi=10.1016%2fj.envsci.2019.07.014&partnerID=40&md5=fb8df410967d9d86f37ee9e319eb394f","Adaptive capacity; Changing social practices; Extreme weather events; Knowledge systems; Urban resilience","attention; city; climate change; editorial; expectation; human; social structure; weather"
"Analytical framework and data for evaluating a City Resilience Strategy's emphasis on social equity and justice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072040201&doi=10.1016%2fj.dib.2019.104328&partnerID=40&md5=74dc09355f5b0ca8eba7f6b585d5c9f7","Content analysis; Justice; Plan evaluation; Resilience",
"Moving beyond engineering supremacy: Knowledge systems for urban resilience in Canada's Metro Vancouver region","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067661770&doi=10.1016%2fj.envsci.2019.05.022&partnerID=40&md5=d9b842918e32666cc1f20e7f266e6538","Knowledge systems; Sea level rise; Shadow spaces; Urban resilience","article; Canada; drawing; emergency; human; human experiment; interview; learning; manager; physician; problem solving; sea level rise"
"Pathways for building urban resilience to climate change in Oman","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064551064&doi=10.1080%2f09614524.2019.1593320&partnerID=40&md5=5bc3841dab857c56af78d11570ce32a8","Aid–development policies, Capacity development; Arab States; Environment (built and natural)–Climate change","adaptive management; aid policy; climate change; development aid; disaster management; governance approach; hazard assessment; policy approach; policy development; policy making; storm damage; strategic approach; urban planning; vulnerability; Oman"
"Co-design and urban resilience: visioning tools for commoning resilience practices","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033409853&doi=10.1080%2f15710882.2017.1399145&partnerID=40&md5=20b0dbd40f690e0c5b7ea4013bf64bc7","commoning; digital tools; network-based scaling; Resilience practices; resourcefulness; situatedness",
"Resistance as resilience: A comparative analysis of state-community conflicts around self-built housing in Spain, Senegal and Argentina","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063545624&doi=10.1016%2fj.habitatint.2019.03.003&partnerID=40&md5=3c1420c91e141ac857e8a9a749175b00","Conflict; Resilience; Resistance; Right to the city; Social mobilisation; Urban governance","bottom-up approach; comparative study; informal settlement; low income housing; low income population; social mobility; state-local relations; urban planning; Argentina; Senegal; Spain"
"The contribution of livestock to urban resilience: the case of Bamako, Mali","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049122479&doi=10.1007%2fs11250-018-1651-2&partnerID=40&md5=c55b15d332e1c027bf3fa5140a3e3e78","Bamako; Livestock population; Poultry; Resilience; Sheep; Urban livestock","animal; animal husbandry; catering service; city; cross-sectional study; family size; human; livestock; Mali; Animal Husbandry; Animals; Cities; Cross-Sectional Studies; Family Characteristics; Food Supply; Humans; Livestock; Mali"
"On the road to affirmation: Facilitating urban resilience in the Americas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059282783&doi=10.1080%2f13600826.2018.1539955&partnerID=40&md5=e2db2968b391f1a99668a60406acd940",,"crime; governance approach; knowledge; national security; neoliberalism; policy analysis; policy making; urban politics; United States"
"Urban grid and seismic prevention: A configurational approach to the emergency management of Italian historic centres","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083953371&partnerID=40&md5=3ab9fbe302460e78d4d87d44f9b150f2","Configurational analysis; Emergency management; Historical centres; Seismic vulnerability; Urban planning","Behavioral research; Civil defense; Damage detection; Disaster prevention; Earthquakes; Emergency services; Hazards; Planning; Risk management; Structural analysis; Syntactics; Urban planning; Configurational analysis; Emergency management; Emergency Management plans; Historical buildings; Historical centres; Seismic vulnerability; Strategic activities; Vulnerability analysis; Urban growth"
"Modeling of Inter-Organizational Coordination Dynamics in Resilience Planning: A Multilayer Network Simulation Framework","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068791502&doi=10.1061%2f9780784482445.066&partnerID=40&md5=89ee3d33e8415cd2c46de2af25964557",,"Efficiency; Flood control; Floods; Hurricanes; Multilayers; Smart city; Sustainable development; Collaboration network; Emergency response; Infrastructure development; Infrastructure sector; Inter-organizational coordinations; Interdependent infrastructures; Multi-layer network; Urban resilience; Network layers"
"Identifying characteristics of resilient urban communities through a case study method","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067632841&doi=10.1016%2fj.jum.2018.11.004&partnerID=40&md5=2c0456352dbddec89d088dd573395411","Case study; Characteristics of resilience; Resilience; Resilient urban community",
